id	filename	md5	size	state
1dd55da2-9a1d-4b56-a37a-f3ddb164beaa	62d21a84-6fe3-452d-9f1b-69a5ec77e27d.FPKM.txt.gz	93329a5835143a8b7fb295e31e0bc9a7	500453	validated
1eb5ca45-367f-47b9-bf87-e71703ae51b3	fbbb6d26-8bd4-40da-870b-d8db0f653cfa.FPKM.txt.gz	796ee1036aee0599e730f4e567b4aec3	447718	validated
1f11de37-b6a8-418f-a761-845b529f9645	c57dcbfa-e011-42a6-ab36-2658a0f64370.FPKM.txt.gz	680a247b62f96611a9a44d6035ca0145	486773	validated
1fc2bedb-3cf4-43b0-b0f5-8dbcfdc725e8	2c2e26d3-fd8e-4dab-a72e-fa62d680de75.FPKM.txt.gz	f2ca6bc7cef8b7d4674793cbe439944f	506714	validated
1fd858e6-b5c1-4afb-ae96-648455aa09f6	e8e40aea-8fc6-4f92-a4aa-74f94002e5c1.FPKM.txt.gz	c60a6785a6fa1e36cf2ada693a8dd937	520152	validated
1fdb722e-b9e9-4752-a576-0da1ea73242e	747f56b4-c40f-485f-965b-b86f191fac9f.FPKM.txt.gz	bd153766fbbc0676e01a2519a3d7caa6	479742	validated
20705d70-d738-43c1-859b-248463db7c9c	4434db0c-75d6-4616-8c7f-57d48e3296c1.FPKM.txt.gz	3f76d27b35824264ab53d6f55c86da2d	486843	validated
20c0a45e-6cb6-4d9d-8d7f-79bda6824a4e	f27747c6-ceb3-4849-a30a-9eb6229a5576.FPKM.txt.gz	07b48bff71402765a2b3b2ae5ab1aeea	498186	validated
210dfc10-9360-4d13-ace5-d77e5990fc84	b3eed489-5a7e-445d-b90f-13bf4742c446.FPKM.txt.gz	1664b5abf6d5044696b6eee9c6014ceb	495735	validated
2160d1a6-d793-4dc5-b4dd-18c77e78c05d	9c7ed831-de1d-40ea-9b7b-5076a8645732.FPKM.txt.gz	1dc6b94f852f4f229e390d1b276c9fa1	519584	validated
22c8a338-1abb-4eb7-a054-7187115500c6	18c32c46-00f9-4437-bdbb-05233fdd676e.FPKM.txt.gz	c65d35acdfdb850aded761121ad1511a	505547	validated
2404afff-c692-4780-87ea-d7587f1b05f4	571f8fb1-0668-4443-a193-f4bdea78caef.FPKM.txt.gz	9ae17fc5c53f0959afb61e34c2414f47	508797	validated
242e5908-035e-4a66-b6ea-0255c92e25f2	fca37687-75b4-4ca6-9963-36b468ca01a7.FPKM.txt.gz	19c6ab4f24611cbd9952064bdc89b45c	498409	validated
2437cfb6-577e-492c-9993-3a7863a8007f	5f94c33f-588b-4b6a-9c13-4505b0f94403.FPKM.txt.gz	ad23f06e5db5af778712f4130da5d94b	479955	validated
244f30e6-9270-499d-8107-a8b2905356ef	09f395dd-d007-41e0-8a51-a6533ae51087.FPKM.txt.gz	9bd421101314c542a6c382437f308cfd	497798	validated
2542b714-9561-408d-8839-924015a317d4	b4136184-2bad-4820-8e33-866d187a84c9.FPKM.txt.gz	42c3d9c41a502c3dc068c353f0d9e70c	493132	validated
2581f59d-422a-4ff0-9ca7-767b25b3b843	571e9f2c-b71e-4c42-909f-1feb69cf9723.FPKM.txt.gz	d8a6d383407c3932916c0d2bcb1fc080	484730	validated
2677e16a-a959-453e-905e-954a0feb3136	1d86dc66-1a62-4cbc-9973-ae63ab754d6a.FPKM.txt.gz	33007f17a44c55b9c686ed5c2a418fad	497162	validated
27982950-91c4-432d-9ed5-b8a126db8460	e208fa4d-3f65-4615-bd6e-870a52bb6da3.FPKM.txt.gz	d7d00bcc10960c9eca52b573849e6a39	487895	validated
2855d1ac-3e04-4402-bcab-2e4b1d3e204f	6cd9b90b-0c6c-44bd-8536-5a93553a7730.FPKM.txt.gz	00bde31c3ed4ad5b5116f78a6471b78a	480537	validated
28b7bd7a-739d-4319-aae8-e19dbdb6c823	69445314-a0b0-4b88-8aab-6f4659249288.FPKM.txt.gz	2f4f371e795a5ea6dee3f91a51643791	508430	validated
28c47770-25ea-47a9-8c33-2017454cfc88	d7a9f4a9-6998-45dc-9bc4-06f3f7110429.FPKM.txt.gz	00d963c7a7753cc38f4099c5bffe20f2	498690	validated
290a2922-c6d1-47c1-b811-e54c1f7f68f0	dbe013fc-0642-488f-b561-a3e349228061.FPKM.txt.gz	521f4a8524190d650a8853b74d72adc2	497444	validated
292512a5-bb63-4125-97d2-2cc29ff1842a	18e687c3-7d76-4a4d-a665-95331732ef9c.FPKM.txt.gz	bcda7917e9aa1040d9385f48b13c55be	505274	validated
295a8e9d-492b-4115-9643-55cf6b4cdcc5	0ff80d11-8b02-473b-85a7-366f88b670e9.FPKM.txt.gz	dec283e12cfa180d48986c08da53ebf7	488638	validated
29ab6aea-a433-4c77-ace5-e91c4e8500ce	f3e152ef-5048-4157-a195-d13ed8851170.FPKM.txt.gz	821441a89d0d3d4721d4983b92fecd11	504343	validated
2a3750ca-f95b-4491-b9c9-5d033b7384c2	872f4298-0808-497d-a951-61ca4d55eb58.FPKM.txt.gz	02a919c626a1bb16d66ccf0356a745a6	501174	validated
2a88aff5-a29d-434a-9859-c60f47bcf75e	9ccd91ba-7180-443a-b03b-f9b398c679e4.FPKM.txt.gz	4fa4dadaa57c218b5d7e8648e6e8d19e	464305	validated
2b6f76d4-f11c-45c6-8863-b5f6eb6b593e	e322c611-092a-44e7-8339-c3d3a85e79d3.FPKM.txt.gz	e9b43f98853f888bb5c1ce727ab773a8	479986	validated
2b7ed1b9-04f2-45ba-a1c4-3e1c50d5c423	b77a4dde-4ac7-4c74-83c2-a2714914981b.FPKM.txt.gz	d10cc5778eb9714a637bbe8663ab2b4e	488544	validated
2bcd75e9-d3dc-455f-8266-4ca4dc191561	21a0ef5f-24f5-45fe-ac84-deed4ef25329.FPKM.txt.gz	e8d3e5094d139f4fca25b7659984a59c	508866	validated
2cca55e5-5f9e-4d78-a738-e0f2d0ce5b49	e621bfc8-6557-450e-8e4a-3f754294cb20.FPKM.txt.gz	1174a75e1ae4a66b928ff59e2f1b5426	493840	validated
2e853edd-62b9-4893-b8bb-fe7cf32c9678	a80aee05-477e-4ee9-a125-c5392b58364b.FPKM.txt.gz	629681bfa8ec15af2b6acf8201372240	516313	validated
2e9c1ad8-b299-4d1d-9512-32ec10ef5196	a5d93423-8bf0-47df-be23-beb6fd481b29.FPKM.txt.gz	37c851c8f4666186e623ff783c90a747	475303	validated
2e9ff58c-e8ff-411d-bff6-f988c5da54b0	e261f18a-3cd5-48a7-ba5e-dadba5a99673.FPKM.txt.gz	a75283fdb13b76a51db461faa3381fa0	515427	validated
2f81c6d9-a140-48a4-b620-64e10f6d7e60	4adbd8cd-bc5b-46d5-9e22-29652771f8aa.FPKM.txt.gz	f33ea0f94bd138d2eb47192e830d3711	480880	validated
3066c600-6ee9-4bfa-b168-932389d4fde7	160aee04-df36-4e94-90c5-b01b2991ba48.FPKM.txt.gz	fe77061eb7de9b5466fb3ffe44e2a0f0	484385	validated
30cd8f40-8523-4668-a864-b41578594bc0	63c5f5db-c0c1-45bf-8bab-6e7958ca4904.FPKM.txt.gz	dacd6dcc84e565c182b3f57a35ebedb8	494371	validated
3131ee80-1ce4-4919-b4e3-53f51f5f99ec	df794530-d03a-462b-bdf3-be4ea881714e.FPKM.txt.gz	cc20e5acdefbcb1cdea88a44a4424af6	474902	validated
32083d61-54a0-489b-ae8b-631c1025d6f9	141008f6-24cb-4004-a96b-e4aaea71d75d.FPKM.txt.gz	185c10a3dbfab83e55fbb5fa8d1ead14	527243	validated
3273b061-fe2c-444c-859f-4600d322294f	aaec3912-230f-4418-986d-878e77480f94.FPKM.txt.gz	1b372d0e00155bbbc3867753cc03c976	502482	validated
327c182b-0b4d-43d9-9215-7d712a88cf9b	8b23546a-3a1c-42c4-bc51-1c338abed1de.FPKM.txt.gz	7e26c514bdcc1ccbbe92264606121838	495608	validated
32b3a861-8635-4f85-995d-5b66433f9d0d	aa557978-afb8-463b-92a6-5407695ba176.FPKM.txt.gz	706fc72fdb338afd01b922be53bffd38	497551	validated
33d36080-81f6-4ef8-bd98-67b37774c32b	712b7554-c2d3-4e05-bff0-2528aa23b1b7.FPKM.txt.gz	fd26a0cbfae483121125c52f83997f00	485095	validated
34274987-bc49-4882-8caf-93e3c5ac69f1	4abaf1dc-2541-4bdf-9690-2a3e22469b01.FPKM.txt.gz	47ac43a8fe8ff4e965719d684f67f96e	476983	validated
344254ce-6ae0-4889-9fdc-13332085f8b0	4d3842d1-c643-4659-98e9-8d613144fa91.FPKM.txt.gz	fe4fd5f6b97c9cf488848df2c77e8cfd	476044	validated
34d2d72b-10f5-4248-9ec6-54d59ff546cb	04dc4da1-1d1a-46da-a9d8-da9964591aec.FPKM.txt.gz	aab3fc4024c25e6c9120cca7c848044a	477123	validated
35572ac5-6f08-4a3d-baec-f507ae74ff53	bc4f3a78-39a4-4a92-ad83-df251c5bf994.FPKM.txt.gz	068922cad2e56a6c7f5a1d3bf39da2a2	488952	validated
35ab9243-d2f1-4d68-90af-c8d518b6b64c	fa7877bb-9e46-4ecb-8c47-501893ce2410.FPKM.txt.gz	4236f0ecf8a7af278c015868ef48a762	458092	validated
35bac9ff-6524-4143-ba23-f37d396bbab7	562bc566-978f-45ed-9db5-9f444f10f187.FPKM.txt.gz	748ef32d3c4ae5fedd16aff64e9ec696	473641	validated
36561d77-9f7e-49fe-a784-60debb614f7b	fe625352-dd2e-478d-8d21-06659f854945.FPKM.txt.gz	31d70be42cbfdd5512886f8837da4bbe	475943	validated
369ad195-89a1-439d-97d9-7669bae934ca	7f86ace4-9a17-4b17-8a79-3b2ef53f62c3.FPKM.txt.gz	854c6a5d6d1d71168d966e8f2ff27478	458238	validated
36b7a561-0e13-4460-bb1e-fe7584fcbbd4	7f725b69-8725-4b10-b5c3-24220ddfc144.FPKM.txt.gz	d10dee75425c7b65e5a7bd308fe847fe	507684	validated
36ebc0ec-8f2c-42de-9d35-d683144e8d83	2e066bba-1516-426e-be6d-d684a167dda4.FPKM.txt.gz	86ad78ca6bf7c7feddf77eeae30feade	494775	validated
3759d7a8-b89f-41cd-beb3-8da0a8a18924	0069f64b-8d8f-4426-968d-23483929ee58.FPKM.txt.gz	92fa6a00ec5f4577d55ecdf6aa63ad63	480507	validated
37b0157b-212f-40f5-935a-a9974d573932	19f2bfb6-33ba-4aea-9281-c5009d539562.FPKM.txt.gz	8aeedbc285bf9a193b6d89dfe4aab999	497867	validated
37bca6a9-2a19-4e3f-b4bc-6372cfbe0748	0d9e4b58-c22f-4de0-8b0d-0b5a8e19a1af.FPKM.txt.gz	b119530c56b45c79c72a8c41cfa82ccf	489319	validated
37cdef49-69d0-47a7-8c2c-b8650540ad8f	85582c46-1b89-4b73-ab5b-d24cea1a9a43.FPKM.txt.gz	a69d49b81db33fcad2fe91e860003535	479179	validated
3804814e-a91e-4c8b-a866-043768ee0923	0fc6f38a-62da-4c2f-8a72-5c34b77656e5.FPKM.txt.gz	4aefccb1f522048bd058ef2f31faa2ab	502715	validated
38c4fe77-3c0c-4577-b880-861d4450fbb2	eab5b6fd-7f4d-41a8-83cb-5b09161b95cc.FPKM.txt.gz	b6c945bd7d14fec84b94a541cd9d0b55	450935	validated
38c570d2-4a58-4fc1-933a-fdb841dc52a9	047bd029-d63b-4f25-8a73-b95ad72d434f.FPKM.txt.gz	6535fd894c4c2a2dac22e72feffb58b5	495338	validated
3920bd71-46a3-4ed2-903f-0b88c12eb817	db820602-b6c3-4974-bf97-a09b297c09c2.FPKM.txt.gz	bf91e37735dfa2638624a14a6c0246c4	511260	validated
394a0fbf-2fb0-4043-81f2-35019083aea1	64d69b21-deaa-410c-a657-94376026c42a.FPKM.txt.gz	61d84338f2b728ae1f901be495f62535	494992	validated
3a32fde3-5f08-4090-9c2e-27f6ef765513	53735683-e9b2-4745-809d-5cba358f5b41.FPKM.txt.gz	fc708a9cf0dc69420808a6b04db07e7e	465791	validated
3a663774-ffa1-4be3-acfa-9f8c1dd85a31	60b0890d-f4c0-49c0-a7d7-e493bec4f734.FPKM.txt.gz	f8235477d8c25e175f7d67aa2c0662d4	489399	validated
3a6d5e6e-42dc-41b2-b565-75c2084e96b4	091e483b-d050-4b2e-b1eb-7a9076c0e6bb.FPKM.txt.gz	aa7399e89aa6c3133df3aa41da1df5ca	491073	validated
3ae1cd68-8623-4efa-8024-4b86e293e537	88b672a0-5f7a-4a94-bb74-1f409984e02a.FPKM.txt.gz	160665411f2ab4c8156514177c4c77ac	469581	validated
3b19355a-7801-4930-b4f2-58d431fee4fa	8a92dbf2-4550-4e57-a08b-d46905998039.FPKM.txt.gz	5be93f8754c123585e918874433fb36e	497688	validated
3b2bab2f-cdd9-4385-b97c-d9e5ad7a0ad3	2e406733-6a86-426a-bc3a-80634a559e5d.FPKM.txt.gz	c759e86f566151b94d7394ba9a2ea376	489068	validated
3b68d753-864e-4e53-89eb-bd1cfdf2f7ca	ff8776f1-5499-459c-989f-0bc5268e6631.FPKM.txt.gz	95b9da7e2a5de02bc9eb2a42c4741d18	497610	validated
3cae2ab7-9220-4855-97e4-eaf94df44492	6e146a57-21b2-4587-b888-01ed03ea9498.FPKM.txt.gz	ed4b61ed77b420094206bc03016665ba	470843	validated
3d377ac6-87f2-45ba-a452-2dfe6489d598	5fe28ffa-63af-4a8d-8512-b0742b4cded4.FPKM.txt.gz	35314c5eb5441ce8ddfd28cb2734810a	523985	validated
3d53cbe9-601c-4115-ba65-2c0a27f79ea6	3b2dc37d-3d1c-4022-8822-a0e8f98d2949.FPKM.txt.gz	4c1c368e7607a8737aff25a936cc974e	465508	validated
3df192ee-39b8-4ca1-b213-702b57f9041d	0b530162-4c93-42cb-a2b0-4948d19963bd.FPKM.txt.gz	c01503d1f4a21a1891ec7764e9a2e909	531159	validated
3f2206a4-5037-44a3-8cd5-13fcc4be270d	48a16942-1858-40a9-b4b1-40477f24822d.FPKM.txt.gz	2b14d824dede32641f42e77117a84b69	518061	validated
3f51b39f-0c26-41b1-b46f-13a6cfb0e414	63294b99-6ab0-4d56-9cef-a3f09ccc7186.FPKM.txt.gz	a33d93da70f78ab1d4cb5dc969fee6ae	482987	validated
3f5d2ef1-e22b-4766-8caf-aa4a9e9eff27	05efced9-d60f-43ea-9b61-c6efaf902e7d.FPKM.txt.gz	12cb6090416429ce3c232ca07954bb5a	496251	validated
4065e99a-7faa-46e9-88a7-68b3ea716985	ace34e34-d432-4c19-a50a-a00c9f17afbe.FPKM.txt.gz	add7af53ad29130b097cc3afb331c2cb	486334	validated
4088c038-c007-4712-870e-4ada9617f018	3e707c2d-0bd2-4c0a-999e-acc0051f37ab.FPKM.txt.gz	bde77a1a47aee75d329fb7e6012bba3e	493160	validated
40aa1789-f77b-4569-aa6f-a8db2e91ee82	3cf13c36-0dbc-41a2-8ef0-424547be8a75.FPKM.txt.gz	084ee509ec70cfdbbe4e64bcb1ce9b7e	484005	validated
40ac6eaf-8ee1-4683-9225-7c3630e07bf6	198ca92e-342e-4890-8ec3-45b045711531.FPKM.txt.gz	8012fc0f6461ca2e50f849c7124a0cc2	515391	validated
43367e6e-d151-4128-ade3-1a3612a5726c	d8f716d2-b23c-47f1-9437-6e95e4ff5532.FPKM.txt.gz	ac400883a8c4c8b0ca4b3505adc72da4	494353	validated
4349202d-0f4a-473d-b095-5c04cae9a23a	89e20bd9-15e5-48e6-9dfe-0b919c817216.FPKM.txt.gz	0eaf52a7259119c44e7dce56d89f8bc5	491829	validated
452e9637-9c48-4614-b977-b7fd66fa37f8	ec8fb205-0d42-4a66-b8ec-5bdd5da8a23b.FPKM.txt.gz	19f29df7d8cde80eb06067a9cd79e56c	479005	validated
455d16a7-0a1b-47ea-9a62-81c8ff3aab7d	7a0ac078-cd90-49f2-b396-3ba1b4525473.FPKM.txt.gz	6b179c314da074c96a33511071dd38c8	462897	validated
46779ae5-0901-415e-86aa-52bd1ed9f1dd	ee932a7b-ec6c-42dc-8290-5cf00932f495.FPKM.txt.gz	8ccd178266412acc492b8c1235cfa337	507656	validated
46c0d517-3492-4954-b05d-b1d685426e82	ace7187b-69b9-421b-a4cf-7127775a7927.FPKM.txt.gz	849919bd689358ec8e7ae7780f06e909	476257	validated
47d332f8-51e6-4ece-bee9-efa34824fbd4	b5d92dd1-d98b-4b9e-953e-81c04dfb1e0d.FPKM.txt.gz	67475a6921e8b5f81e8a5a43755f831f	515304	validated
48c91f45-ce1a-4b21-98c8-7f08c16d1c62	247cf0a0-bb25-4a18-a5c8-a4b8a43319e0.FPKM.txt.gz	1310162d17a18fe80812dbfb2e2ca0b6	470602	validated
4902429b-7941-4be5-b142-51bf3b96a575	b249613a-e4d8-4b85-9796-f056baf02018.FPKM.txt.gz	ab75cf81590a8d0e9384bbfb2b19a9e2	484402	validated
4910d1d2-d83b-4ea3-a04a-c80fbfaea98d	91ee1d4d-90ac-428d-ad9b-0cba3222fdc5.FPKM.txt.gz	13d34ed91f9365e08ffd41dccd3d5d68	488382	validated
49a67761-4920-4580-9b24-b31faed8ecc0	f4172992-63e2-41d6-91d1-a82d66643aaa.FPKM.txt.gz	d068caef11cd93e8ed830d1b02f1a9d7	509535	validated
49dd5911-0309-4442-bdbe-762e0767f0c9	9700948e-21f5-42ae-9cb5-f18c745887ce.FPKM.txt.gz	ed8f7be97556c2286b5fb353a1a1dcd6	477622	validated
4a0c9c6c-c620-48f6-a5c9-cf8305c98d25	8eded011-a9f5-4b5d-b83b-482229a1ae24.FPKM.txt.gz	c3c21920c71c16004040c51e2a16008a	501454	validated
4a1c374b-7c1f-4189-881b-5b37dcc52293	24f7d5af-66a8-4e25-9428-352aa3fbc8f7.FPKM.txt.gz	f7b85cb42ec9af0717bf9ddfdb21d92f	506043	validated
4e29e056-1508-4db0-8022-7c64ed355e6f	e035a46e-6114-4a64-b5ae-9e6209223493.FPKM.txt.gz	37237bbe3a98cda008cd95f5a9552c31	497339	validated
4eaa593c-af3d-4c2c-8a20-12899a315cc8	e2ceb72b-1bae-4d1e-882b-1c6886460fe2.FPKM.txt.gz	e82863e345e1dd23ade1908fc4f1307d	477561	validated
53566f4a-8c62-4fe1-acc1-94b273924f01	3cdb19df-cdb9-443d-9f1b-99b3d9e54b47.FPKM.txt.gz	968046655c5d32fcbfc9e87176da9d3e	494984	validated
535ef599-fe07-46ee-8652-9dd5ce703bbe	20cf507a-a64c-42ba-909b-efb7b229e654.FPKM.txt.gz	747101a9dad1c4c59ffbe98308469f5c	485529	validated
5366c757-f3a4-4af3-8860-605c6745251b	3f227bec-f13d-42e7-9653-22b6d70f6f5d.FPKM.txt.gz	0e39bf69ece894401d232d86a21cdc51	503061	validated
536e5a1d-8a50-402b-8589-189a21ff1e2d	de5fd1ba-8179-404e-80db-0bb2d161d493.FPKM.txt.gz	47f7141133623345f9d02bfa2c209e96	517640	validated
54e64c1a-8389-4451-bef4-c75c16562d76	75adfb0c-a04e-46c6-b5d3-ccc41122f798.FPKM.txt.gz	8fa7493d03127519455683769974c27a	486390	validated
551cfea5-c4e7-47cb-ac10-ad2aea7e4fda	2332d0de-9bc6-44e0-b1d4-03fb037b2568.FPKM.txt.gz	f6c266441cb6836b9f8d32a6fbbe0bf4	496767	validated
553070db-5739-4319-b436-212d66038e89	24bd4e57-7f8f-4c1a-9f1d-af5e5f46c2ce.FPKM.txt.gz	1f0c69313ce97dad011743c2627cd6f6	500542	validated
5596a375-4cc4-4212-a813-cfe85ec84271	98380eb7-4de1-4e3a-989c-eedf6eec2977.FPKM.txt.gz	6857b41c59ce3b309c24c737cd0c8817	499773	validated
56353106-4047-4e0c-a15e-2bb7e139acc0	63f03089-1c71-4f72-90b0-3027aa042fce.FPKM.txt.gz	ef7fdecb0870c4be2c85082cb09897fb	487851	validated
56c9c86f-92e2-45a0-bda5-dd6d67cd4734	507cbf65-5c20-4fc8-b870-5ba7440b1886.FPKM.txt.gz	03bc0d91ad75e2ea9ba4db7562d483a6	518822	validated
56cde55f-4338-4a66-815b-bfe6043d7b79	063411ca-874c-49ff-85c2-b6946f43df4e.FPKM.txt.gz	c2cedc28322d9ea4586eb330f67ba4f4	505986	validated
57423ddc-f18c-486c-b760-ad5153311ec3	cf82bee6-a91d-498e-bddb-b7c17b68dc66.FPKM.txt.gz	ec7e78c2c8c275443bab4cbb733e6cb0	488466	validated
